year,round,circuit,driver,quali_pos
2022,21,interlagos,mick_schumacher,20
2022,22,yas_marina,max_verstappen,1
2022,22,yas_marina,perez,2
2022,22,yas_marina,leclerc,3
2022,22,yas_marina,sainz,4
2022,22,yas_marina,hamilton,5
2022,22,yas_marina,russell,6
2022,22,yas_marina,norris,7
2022,22,yas_marina,ocon,8
2022,22,yas_marina,vettel,9
2022,22,yas_marina,ricciardo,10
2022,22,yas_marina,alonso,11
2022,22,yas_marina,tsunoda,12
2022,22,yas_marina,mick_schumacher,13
2022,22,yas_marina,stroll,14
2022,22,yas_marina,zhou,15
2022,22,yas_marina,kevin_magnussen,16
2022,22,yas_marina,gasly,17
2022,22,yas_marina,bottas,18
2022,22,yas_marina,albon,19
2022,22,yas_marina,latifi,20
2023,1,bahrain,max_verstappen,1
2023,1,bahrain,perez,2
2023,1,bahrain,leclerc,3
2023,1,bahrain,sainz,4
2023,1,bahrain,alonso,5
2023,1,bahrain,russell,6
2023,1,bahrain,hamilton,7
2023,1,bahrain,stroll,8
2023,1,bahrain,ocon,9
2023,1,bahrain,hulkenberg,10
2023,1,bahrain,norris,11
2023,1,bahrain,bottas,12
2023,1,bahrain,zhou,13
2023,1,bahrain,tsunoda,14
2023,1,bahrain,albon,15
2023,1,bahrain,sargeant,16
2023,1,bahrain,kevin_magnussen,17
2023,1,bahrain,piastri,18
2023,1,bahrain,de_vries,19
2023,1,bahrain,gasly,20
2023,2,jeddah,perez,1
2023,2,jeddah,leclerc,2
2023,2,jeddah,alonso,3
2023,2,jeddah,russell,4
2023,2,jeddah,sainz,5
2023,2,jeddah,stroll,6
2023,2,jeddah,ocon,7
2023,2,jeddah,hamilton,8
2023,2,jeddah,piastri,9
2023,2,jeddah,gasly,10
2023,2,jeddah,hulkenberg,11
2023,2,jeddah,zhou,12
2023,2,jeddah,kevin_magnussen,13
2023,2,jeddah,bottas,14
2023,2,jeddah,max_verstappen,15
2023,2,jeddah,tsunoda,16
2023,2,jeddah,albon,17
2023,2,jeddah,de_vries,18
2023,2,jeddah,norris,19
2023,2,jeddah,sargeant,20
2023,3,albert_park,max_verstappen,1
2023,3,albert_park,russell,2
2023,3,albert_park,hamilton,3
2023,3,albert_park,alonso,4
2023,3,albert_park,sainz,5
2023,3,albert_park,stroll,6
2023,3,albert_park,leclerc,7
2023,3,albert_park,albon,8
2023,3,albert_park,gasly,9
2023,3,albert_park,hulkenberg,10
2023,3,albert_park,ocon,11
2023,3,albert_park,tsunoda,12
2023,3,albert_park,norris,13
2023,3,albert_park,kevin_magnussen,14
2023,3,albert_park,de_vries,15
2023,3,albert_park,piastri,16
2023,3,albert_park,zhou,17
2023,3,albert_park,sargeant,18
2023,3,albert_park,bottas,19
2023,3,albert_park,perez,20
2023,4,baku,leclerc,1
2023,4,baku,max_verstappen,2
2023,4,baku,perez,3
2023,4,baku,sainz,4
2023,4,baku,hamilton,5
2023,4,baku,alonso,6
2023,4,baku,norris,7
2023,4,baku,tsunoda,8
2023,4,baku,stroll,9
2023,4,baku,piastri,10
2023,4,baku,russell,11
2023,4,baku,ocon,12
2023,4,baku,albon,13
2023,4,baku,bottas,14
2023,4,baku,sargeant,15
2023,4,baku,zhou,16
2023,4,baku,hulkenberg,17
2023,4,baku,kevin_magnussen,18
2023,4,baku,gasly,19
2023,4,baku,de_vries,20
2023,5,miami,perez,1
2023,5,miami,alonso,2
2023,5,miami,sainz,3
2023,5,miami,kevin_magnussen,4
2023,5,miami,gasly,5
2023,5,miami,russell,6
2023,5,miami,leclerc,7
2023,5,miami,ocon,8
2023,5,miami,max_verstappen,9
2023,5,miami,bottas,10
2023,5,miami,albon,11
2023,5,miami,hulkenberg,12
2023,5,miami,hamilton,13
2023,5,miami,zhou,14
2023,5,miami,de_vries,15
2023,5,miami,norris,16
2023,5,miami,tsunoda,17
2023,5,miami,stroll,18
2023,5,miami,piastri,19
2023,5,miami,sargeant,20
2023,6,monaco,max_verstappen,1
2023,6,monaco,alonso,2
2023,6,monaco,leclerc,3
2023,6,monaco,ocon,4
2023,6,monaco,sainz,5
2023,6,monaco,hamilton,6
2023,6,monaco,gasly,7
2023,6,monaco,russell,8
2023,6,monaco,tsunoda,9
2023,6,monaco,norris,10
2023,6,monaco,piastri,11
2023,6,monaco,de_vries,12
2023,6,monaco,albon,13
2023,6,monaco,stroll,14
2023,6,monaco,bottas,15
2023,6,monaco,sargeant,16
2023,6,monaco,kevin_magnussen,17
2023,6,monaco,hulkenberg,18
2023,6,monaco,zhou,19
2023,6,monaco,perez,20
2023,7,catalunya,max_verstappen,1
2023,7,catalunya,sainz,2
2023,7,catalunya,norris,3
2023,7,catalunya,gasly,4
2023,7,catalunya,hamilton,5
2023,7,catalunya,stroll,6
2023,7,catalunya,ocon,7
2023,7,catalunya,hulkenberg,8
2023,7,catalunya,alonso,9
2023,7,catalunya,piastri,10
2023,7,catalunya,perez,11
2023,7,catalunya,russell,12
2023,7,catalunya,zhou,13
2023,7,catalunya,de_vries,14
2023,7,catalunya,tsunoda,15
2023,7,catalunya,bottas,16
2023,7,catalunya,kevin_magnussen,17
2023,7,catalunya,albon,18
2023,7,catalunya,leclerc,19
2023,7,catalunya,sargeant,20
2023,8,villeneuve,max_verstappen,1
2023,8,villeneuve,hulkenberg,2
2023,8,villeneuve,alonso,3
2023,8,villeneuve,hamilton,4
2023,8,villeneuve,russell,5
2023,8,villeneuve,ocon,6
2023,8,villeneuve,norris,7
2023,8,villeneuve,sainz,8
2023,8,villeneuve,piastri,9
2023,8,villeneuve,albon,10
2023,8,villeneuve,leclerc,11
2023,8,villeneuve,perez,12
2023,8,villeneuve,stroll,13
2023,8,villeneuve,kevin_magnussen,14
2023,8,villeneuve,bottas,15
2023,8,villeneuve,tsunoda,16
2023,8,villeneuve,gasly,17
2023,8,villeneuve,de_vries,18
2023,8,villeneuve,sargeant,19
2023,8,villeneuve,zhou,20
2023,9,red_bull_ring,max_verstappen,1
2023,9,red_bull_ring,leclerc,2
2023,9,red_bull_ring,sainz,3
2023,9,red_bull_ring,norris,4
2023,9,red_bull_ring,hamilton,5
2023,9,red_bull_ring,stroll,6
2023,9,red_bull_ring,alonso,7
2023,9,red_bull_ring,hulkenberg,8
2023,9,red_bull_ring,gasly,9
2023,9,red_bull_ring,albon,10
2023,9,red_bull_ring,russell,11
2023,9,red_bull_ring,ocon,12
2023,9,red_bull_ring,piastri,13
2023,9,red_bull_ring,bottas,14
2023,9,red_bull_ring,perez,15
2023,9,red_bull_ring,tsunoda,16
2023,9,red_bull_ring,zhou,17
2023,9,red_bull_ring,sargeant,18
2023,9,red_bull_ring,kevin_magnussen,19
2023,9,red_bull_ring,de_vries,20
2023,10,silverstone,max_verstappen,1
2023,10,silverstone,norris,2
2023,10,silverstone,piastri,3
2023,10,silverstone,leclerc,4
2023,10,silverstone,sainz,5
2023,10,silverstone,russell,6
2023,10,silverstone,hamilton,7
2023,10,silverstone,albon,8
2023,10,silverstone,alonso,9
2023,10,silverstone,gasly,10
2023,10,silverstone,hulkenberg,11
2023,10,silverstone,stroll,12
2023,10,silverstone,ocon,13
2023,10,silverstone,sargeant,14
2023,10,silverstone,bottas,15
2023,10,silverstone,perez,15
2023,10,silverstone,tsunoda,16
2023,10,silverstone,zhou,17
2023,10,silverstone,de_vries,18
2023,10,silverstone,kevin_magnussen,19
2023,11,hungaroring,hamilton,1
2023,11,hungaroring,max_verstappen,2
2023,11,hungaroring,norris,3
2023,11,hungaroring,piastri,4
2023,11,hungaroring,zhou,5
2023,11,hungaroring,leclerc,6
2023,11,hungaroring,bottas,7
2023,11,hungaroring,alonso,8
2023,11,hungaroring,perez,9
2023,11,hungaroring,hulkenberg,10
2023,11,hungaroring,sainz,11
2023,11,hungaroring,ocon,12
2023,11,hungaroring,ricciardo,13
2023,11,hungaroring,stroll,14
2023,11,hungaroring,gasly,15
2023,11,hungaroring,albon,16
2023,11,hungaroring,tsunoda,17
2023,11,hungaroring,russell,18
2023,11,hungaroring,kevin_magnussen,19
2023,11,hungaroring,sargeant,20
2023,12,spa,max_verstappen,1
2023,12,spa,leclerc,2
2023,12,spa,perez,3
2023,12,spa,hamilton,4
2023,12,spa,sainz,5
2023,12,spa,piastri,6
2023,12,spa,norris,7
2023,12,spa,russell,8
2023,12,spa,alonso,9
2023,12,spa,stroll,10
2023,12,spa,tsunoda,11
2023,12,spa,gasly,12
2023,12,spa,kevin_magnussen,13
2023,12,spa,bottas,14
2023,12,spa,ocon,15
2023,12,spa,albon,16
2023,12,spa,zhou,17
2023,12,spa,sargeant,18
2023,12,spa,ricciardo,19
2023,12,spa,hulkenberg,20
2023,13,zandvoort,max_verstappen,1
2023,13,zandvoort,norris,2
2023,13,zandvoort,russell,3
2023,13,zandvoort,albon,4
2023,13,zandvoort,alonso,5
2023,13,zandvoort,sainz,6
2023,13,zandvoort,perez,7
2023,13,zandvoort,piastri,8
2023,13,zandvoort,leclerc,9
2023,13,zandvoort,sargeant,10
2023,13,zandvoort,stroll,11
2023,13,zandvoort,gasly,12
2023,13,zandvoort,hamilton,13
2023,13,zandvoort,tsunoda,14
2023,13,zandvoort,hulkenberg,15
2023,13,zandvoort,zhou,16
2023,13,zandvoort,ocon,17
2023,13,zandvoort,kevin_magnussen,18
2023,13,zandvoort,bottas,19
2023,13,zandvoort,lawson,20
2023,14,monza,sainz,1
2023,14,monza,max_verstappen,2
2023,14,monza,leclerc,3
2023,14,monza,russell,4
2023,14,monza,perez,5
2023,14,monza,albon,6
2023,14,monza,piastri,7
2023,14,monza,hamilton,8
2023,14,monza,norris,9
2023,14,monza,alonso,10
2023,14,monza,tsunoda,11
2023,14,monza,lawson,12
2023,14,monza,hulkenberg,13
2023,14,monza,bottas,14
2023,14,monza,sargeant,15
2023,14,monza,zhou,16
2023,14,monza,gasly,17
2023,14,monza,ocon,18
2023,14,monza,kevin_magnussen,19
2023,14,monza,stroll,20
2023,15,marina_bay,sainz,1
2023,15,marina_bay,russell,2
2023,15,marina_bay,leclerc,3
2023,15,marina_bay,norris,4
2023,15,marina_bay,hamilton,5
2023,15,marina_bay,kevin_magnussen,6
2023,15,marina_bay,alonso,7
2023,15,marina_bay,ocon,8
2023,15,marina_bay,hulkenberg,9
2023,15,marina_bay,lawson,10
2023,15,marina_bay,max_verstappen,11
2023,15,marina_bay,gasly,12
2023,15,marina_bay,perez,13
2023,15,marina_bay,albon,14
2023,15,marina_bay,tsunoda,15
2023,15,marina_bay,bottas,16
2023,15,marina_bay,piastri,17
2023,15,marina_bay,sargeant,18
2023,15,marina_bay,zhou,19
2023,15,marina_bay,stroll,20
2023,16,suzuka,max_verstappen,1
2023,16,suzuka,piastri,2
2023,16,suzuka,norris,3
2023,16,suzuka,leclerc,4
2023,16,suzuka,perez,5
2023,16,suzuka,sainz,6
2023,16,suzuka,hamilton,7
2023,16,suzuka,russell,8
2023,16,suzuka,tsunoda,9
2023,16,suzuka,alonso,10
2023,16,suzuka,lawson,11
2023,16,suzuka,gasly,12
2023,16,suzuka,albon,13
2023,16,suzuka,ocon,14
2023,16,suzuka,kevin_magnussen,15
2023,16,suzuka,bottas,16
2023,16,suzuka,stroll,17
2023,16,suzuka,hulkenberg,18
2023,16,suzuka,zhou,19
2023,16,suzuka,sargeant,20
2023,17,losail,max_verstappen,1
2023,17,losail,russell,2
2023,17,losail,hamilton,3
2023,17,losail,alonso,4
2023,17,losail,leclerc,5
2023,17,losail,piastri,6
2023,17,losail,gasly,7
2023,17,losail,ocon,8
2023,17,losail,bottas,9
2023,17,losail,norris,10
2023,17,losail,tsunoda,11
2023,17,losail,sainz,12
2023,17,losail,perez,13
2023,17,losail,albon,14
2023,17,losail,hulkenberg,15
2023,17,losail,sargeant,16
2023,17,losail,stroll,17
2023,17,losail,lawson,18
2023,17,losail,kevin_magnussen,19
2023,17,losail,zhou,20
2023,18,americas,leclerc,1
2023,18,americas,norris,2
2023,18,americas,hamilton,3
2023,18,americas,sainz,4
2023,18,americas,russell,5
2023,18,americas,max_verstappen,6
2023,18,americas,gasly,7
2023,18,americas,ocon,8
2023,18,americas,perez,9
2023,18,americas,piastri,10
2023,18,americas,tsunoda,11
2023,18,americas,zhou,12
2023,18,americas,bottas,13
2023,18,americas,kevin_magnussen,14
2023,18,americas,ricciardo,15
2023,18,americas,hulkenberg,16
2023,18,americas,alonso,17
2023,18,americas,albon,18
2023,18,americas,stroll,19
2023,18,americas,sargeant,20
2023,19,rodriguez,leclerc,1
2023,19,rodriguez,sainz,2
2023,19,rodriguez,max_verstappen,3
2023,19,rodriguez,ricciardo,4
2023,19,rodriguez,perez,5
2023,19,rodriguez,hamilton,6
2023,19,rodriguez,piastri,7
2023,19,rodriguez,russell,8
2023,19,rodriguez,bottas,9
2023,19,rodriguez,zhou,10
2023,19,rodriguez,gasly,11
2023,19,rodriguez,hulkenberg,12
2023,19,rodriguez,alonso,13
2023,19,rodriguez,albon,14
2023,19,rodriguez,tsunoda,15
2023,19,rodriguez,ocon,16
2023,19,rodriguez,kevin_magnussen,17
2023,19,rodriguez,stroll,18
2023,19,rodriguez,norris,19
2023,19,rodriguez,sargeant,20
2023,20,interlagos,max_verstappen,1
2023,20,interlagos,leclerc,2
2023,20,interlagos,stroll,3
2023,20,interlagos,alonso,4
2023,20,interlagos,hamilton,5
2023,20,interlagos,russell,6
2023,20,interlagos,norris,7
2023,20,interlagos,sainz,8
2023,20,interlagos,perez,9
2023,20,interlagos,piastri,10
2023,20,interlagos,hulkenberg,11
2023,20,interlagos,ocon,12
2023,20,interlagos,gasly,13
2023,20,interlagos,kevin_magnussen,14
2023,20,interlagos,albon,15
2023,20,interlagos,tsunoda,16
2023,20,interlagos,ricciardo,17
2023,20,interlagos,bottas,18
2023,20,interlagos,sargeant,19
2023,20,interlagos,zhou,20
2023,21,vegas,leclerc,1
2023,21,vegas,sainz,2
2023,21,vegas,max_verstappen,3
2023,21,vegas,russell,4
2023,21,vegas,gasly,5
2023,21,vegas,albon,6
2023,21,vegas,sargeant,7
2023,21,vegas,bottas,8
2023,21,vegas,kevin_magnussen,9
2023,21,vegas,alonso,10
2023,21,vegas,hamilton,11
2023,21,vegas,perez,12
2023,21,vegas,hulkenberg,13
2023,21,vegas,stroll,14
2023,21,vegas,ricciardo,15
2023,21,vegas,norris,16
2023,21,vegas,ocon,17
2023,21,vegas,zhou,18
2023,21,vegas,piastri,19
2023,21,vegas,tsunoda,20
2023,22,yas_marina,max_verstappen,1
2023,22,yas_marina,leclerc,2
2023,22,yas_marina,piastri,3
2023,22,yas_marina,russell,4
2023,22,yas_marina,norris,5
2023,22,yas_marina,tsunoda,6
2023,22,yas_marina,alonso,7
2023,22,yas_marina,hulkenberg,8
2023,22,yas_marina,perez,9
2023,22,yas_marina,gasly,10
2023,22,yas_marina,hamilton,11
2023,22,yas_marina,ocon,12
2023,22,yas_marina,stroll,13
2023,22,yas_marina,albon,14
2023,22,yas_marina,ricciardo,15
2023,22,yas_marina,sainz,16
2023,22,yas_marina,kevin_magnussen,17
2023,22,yas_marina,bottas,18
2023,22,yas_marina,zhou,19
2023,22,yas_marina,sargeant,20
2024,1,bahrain,max_verstappen,1
2024,1,bahrain,leclerc,2
2024,1,bahrain,russell,3
2024,1,bahrain,sainz,4
2024,1,bahrain,perez,5
2024,1,bahrain,alonso,6
2024,1,bahrain,norris,7
2024,1,bahrain,piastri,8
2024,1,bahrain,hamilton,9
2024,1,bahrain,hulkenberg,10
2024,1,bahrain,tsunoda,11
2024,1,bahrain,stroll,12
2024,1,bahrain,albon,13
2024,1,bahrain,ricciardo,14
2024,1,bahrain,kevin_magnussen,15
2024,1,bahrain,bottas,16
2024,1,bahrain,zhou,17
2024,1,bahrain,sargeant,18
2024,1,bahrain,ocon,19
2024,1,bahrain,gasly,20
2024,2,jeddah,max_verstappen,1
2024,2,jeddah,leclerc,2
2024,2,jeddah,perez,3
2024,2,jeddah,alonso,4
2024,2,jeddah,piastri,5
2024,2,jeddah,norris,6
2024,2,jeddah,russell,7
2024,2,jeddah,hamilton,8
2024,2,jeddah,tsunoda,9
2024,2,jeddah,stroll,10
2024,2,jeddah,bearman,11
2024,2,jeddah,albon,12
2024,2,jeddah,kevin_magnussen,13
2024,2,jeddah,ricciardo,14
2024,2,jeddah,hulkenberg,15
2024,2,jeddah,bottas,16
2024,2,jeddah,ocon,17
2024,2,jeddah,gasly,18
2024,2,jeddah,sargeant,19
2024,2,jeddah,zhou,20
2024,3,albert_park,max_verstappen,1
2024,3,albert_park,sainz,2
2024,3,albert_park,perez,3
2024,3,albert_park,norris,4
2024,3,albert_park,leclerc,5
2024,3,albert_park,piastri,6
2024,3,albert_park,russell,7
2024,3,albert_park,tsunoda,8
2024,3,albert_park,stroll,9
2024,3,albert_park,alonso,10
2024,3,albert_park,hamilton,11
2024,3,albert_park,albon,12
2024,3,albert_park,bottas,13
2024,3,albert_park,kevin_magnussen,14
2024,3,albert_park,ocon,15
2024,3,albert_park,hulkenberg,16
2024,3,albert_park,gasly,17
2024,3,albert_park,ricciardo,18
2024,3,albert_park,zhou,19
2024,4,suzuka,max_verstappen,1
2024,4,suzuka,perez,2
2024,4,suzuka,norris,3
2024,4,suzuka,sainz,4
2024,4,suzuka,alonso,5
2024,4,suzuka,piastri,6
2024,4,suzuka,hamilton,7
2024,4,suzuka,leclerc,8
2024,4,suzuka,russell,9
2024,4,suzuka,tsunoda,10
2024,4,suzuka,ricciardo,11
2024,4,suzuka,hulkenberg,12
2024,4,suzuka,bottas,13
2024,4,suzuka,albon,14
2024,4,suzuka,ocon,15
2024,4,suzuka,stroll,16
2024,4,suzuka,gasly,17
2024,4,suzuka,kevin_magnussen,18
2024,4,suzuka,sargeant,19
2024,4,suzuka,zhou,20
2024,5,shanghai,max_verstappen,1
2024,5,shanghai,perez,2
2024,5,shanghai,alonso,3
2024,5,shanghai,norris,4
2024,5,shanghai,piastri,5
2024,5,shanghai,leclerc,6
2024,5,shanghai,sainz,7
2024,5,shanghai,russell,8
2024,5,shanghai,hulkenberg,9
2024,5,shanghai,bottas,10
2024,5,shanghai,stroll,11
2024,5,shanghai,ricciardo,12
2024,5,shanghai,ocon,13
2024,5,shanghai,albon,14
2024,5,shanghai,gasly,15
2024,5,shanghai,zhou,16
2024,5,shanghai,kevin_magnussen,17
2024,5,shanghai,hamilton,18
2024,5,shanghai,tsunoda,19
2024,5,shanghai,sargeant,20
2024,6,miami,max_verstappen,1
2024,6,miami,leclerc,2
2024,6,miami,sainz,3
2024,6,miami,perez,4
2024,6,miami,norris,5
2024,6,miami,piastri,6
2024,6,miami,russell,7
2024,6,miami,hamilton,8
2024,6,miami,hulkenberg,9
2024,6,miami,tsunoda,10
2024,6,miami,stroll,11
2024,6,miami,gasly,12
2024,6,miami,ocon,13
2024,6,miami,albon,14
2024,6,miami,alonso,15
2024,6,miami,bottas,16
2024,6,miami,sargeant,17
2024,6,miami,ricciardo,18
2024,6,miami,kevin_magnussen,19
2024,6,miami,zhou,20
2024,7,imola,max_verstappen,1
2024,7,imola,piastri,2
2024,7,imola,norris,3
2024,7,imola,leclerc,4
2024,7,imola,sainz,5
2024,7,imola,russell,6
2024,7,imola,tsunoda,7
2024,7,imola,hamilton,8
2024,7,imola,ricciardo,9
2024,7,imola,hulkenberg,10
2024,7,imola,perez,11
2024,7,imola,ocon,12
2024,7,imola,stroll,13
2024,7,imola,albon,14
2024,7,imola,gasly,15
2024,7,imola,bottas,16
2024,7,imola,zhou,17
2024,7,imola,kevin_magnussen,18
2024,7,imola,alonso,19
2024,7,imola,sargeant,20
2024,8,monaco,leclerc,1
2024,8,monaco,piastri,2
2024,8,monaco,sainz,3
2024,8,monaco,norris,4
2024,8,monaco,russell,5
2024,8,monaco,max_verstappen,6
2024,8,monaco,hamilton,7
2024,8,monaco,tsunoda,8
2024,8,monaco,albon,9
2024,8,monaco,gasly,10
2024,8,monaco,ocon,11
2024,8,monaco,ricciardo,12
2024,8,monaco,stroll,13
2024,8,monaco,alonso,14
2024,8,monaco,hulkenberg,14
2024,8,monaco,kevin_magnussen,15
2024,8,monaco,sargeant,15
2024,8,monaco,perez,16
2024,8,monaco,bottas,17
2024,8,monaco,zhou,18
2024,9,villeneuve,russell,1
2024,9,villeneuve,max_verstappen,2
2024,9,villeneuve,norris,3
2024,9,villeneuve,piastri,4
2024,9,villeneuve,ricciardo,5
2024,9,villeneuve,alonso,6
2024,9,villeneuve,hamilton,7
2024,9,villeneuve,tsunoda,8
2024,9,villeneuve,stroll,9
2024,9,villeneuve,albon,10
2024,9,villeneuve,leclerc,11
2024,9,villeneuve,sainz,12
2024,9,villeneuve,sargeant,13
2024,9,villeneuve,kevin_magnussen,14
2024,9,villeneuve,gasly,15
2024,9,villeneuve,perez,16
2024,9,villeneuve,bottas,17
2024,9,villeneuve,ocon,18
2024,9,villeneuve,hulkenberg,19
2024,9,villeneuve,zhou,20
2024,10,catalunya,norris,1
2024,10,catalunya,max_verstappen,2
2024,10,catalunya,hamilton,3
2024,10,catalunya,russell,4
2024,10,catalunya,leclerc,5
2024,10,catalunya,sainz,6
2024,10,catalunya,gasly,7
2024,10,catalunya,perez,8
2024,10,catalunya,ocon,9
2024,10,catalunya,piastri,10
2024,10,catalunya,alonso,11
2024,10,catalunya,bottas,12
2024,10,catalunya,hulkenberg,13
2024,10,catalunya,stroll,14
2024,10,catalunya,zhou,15
2024,10,catalunya,kevin_magnussen,16
2024,10,catalunya,tsunoda,17
2024,10,catalunya,ricciardo,18
2024,10,catalunya,albon,19
2024,10,catalunya,sargeant,20
2024,11,red_bull_ring,max_verstappen,1
2024,11,red_bull_ring,norris,2
2024,11,red_bull_ring,russell,3
2024,11,red_bull_ring,sainz,4
2024,11,red_bull_ring,hamilton,5
2024,11,red_bull_ring,leclerc,6
2024,11,red_bull_ring,piastri,7
2024,11,red_bull_ring,perez,8
2024,11,red_bull_ring,hulkenberg,9
2024,11,red_bull_ring,ocon,10
2024,11,red_bull_ring,ricciardo,11
2024,11,red_bull_ring,kevin_magnussen,12
2024,11,red_bull_ring,gasly,13
2024,11,red_bull_ring,tsunoda,14
2024,11,red_bull_ring,alonso,15
2024,11,red_bull_ring,albon,16
2024,11,red_bull_ring,stroll,17
2024,11,red_bull_ring,bottas,18
2024,11,red_bull_ring,sargeant,19
2024,11,red_bull_ring,zhou,20
2024,12,silverstone,russell,1
2024,12,silverstone,hamilton,2
2024,12,silverstone,norris,3
2024,12,silverstone,max_verstappen,4
2024,12,silverstone,piastri,5
2024,12,silverstone,hulkenberg,6
2024,12,silverstone,sainz,7
2024,12,silverstone,stroll,8
2024,12,silverstone,albon,9
2024,12,silverstone,alonso,10
2024,12,silverstone,leclerc,11
2024,12,silverstone,sargeant,12
2024,12,silverstone,tsunoda,13
2024,12,silverstone,zhou,14
2024,12,silverstone,ricciardo,15
2024,12,silverstone,bottas,16
2024,12,silverstone,kevin_magnussen,17
2024,12,silverstone,ocon,18
2024,12,silverstone,perez,19
2024,12,silverstone,gasly,20
2024,13,hungaroring,norris,1
2024,13,hungaroring,piastri,2
2024,13,hungaroring,max_verstappen,3
2024,13,hungaroring,sainz,4
2024,13,hungaroring,hamilton,5
2024,13,hungaroring,leclerc,6
2024,13,hungaroring,alonso,7
2024,13,hungaroring,stroll,8
2024,13,hungaroring,ricciardo,9
2024,13,hungaroring,tsunoda,10
2024,13,hungaroring,hulkenberg,11
2024,13,hungaroring,bottas,12
2024,13,hungaroring,albon,13
2024,13,hungaroring,sargeant,14
2024,13,hungaroring,kevin_magnussen,15
2024,13,hungaroring,perez,16
2024,13,hungaroring,russell,17
2024,13,hungaroring,zhou,18
2024,13,hungaroring,ocon,19
2024,13,hungaroring,gasly,20
2024,14,spa,max_verstappen,1
2024,14,spa,leclerc,2
2024,14,spa,perez,3
2024,14,spa,hamilton,4
2024,14,spa,norris,5
2024,14,spa,piastri,6
2024,14,spa,russell,7
2024,14,spa,sainz,8
2024,14,spa,alonso,9
2024,14,spa,ocon,10
2024,14,spa,albon,11
2024,14,spa,gasly,12
2024,14,spa,ricciardo,13
2024,14,spa,bottas,14
2024,14,spa,stroll,15
2024,14,spa,hulkenberg,16
2024,14,spa,kevin_magnussen,17
2024,14,spa,tsunoda,18
2024,14,spa,sargeant,19
2024,14,spa,zhou,20
2024,15,zandvoort,norris,1
2024,15,zandvoort,max_verstappen,2
2024,15,zandvoort,piastri,3
2024,15,zandvoort,russell,4
2024,15,zandvoort,perez,5
2024,15,zandvoort,leclerc,6
2024,15,zandvoort,alonso,7
2024,15,zandvoort,stroll,8
2024,15,zandvoort,gasly,9
2024,15,zandvoort,albon,10
2024,15,zandvoort,sainz,10
2024,15,zandvoort,hamilton,11
2024,15,zandvoort,tsunoda,12
2024,15,zandvoort,hulkenberg,13
2024,15,zandvoort,kevin_magnussen,14
2024,15,zandvoort,ricciardo,15
2024,15,zandvoort,ocon,16
2024,15,zandvoort,bottas,17
2024,15,zandvoort,zhou,18
2024,15,zandvoort,sargeant,20
2024,16,monza,norris,1
2024,16,monza,piastri,2
2024,16,monza,russell,3
2024,16,monza,leclerc,4
2024,16,monza,sainz,5
2024,16,monza,hamilton,6
2024,16,monza,max_verstappen,7
2024,16,monza,perez,8
2024,16,monza,albon,9
2024,16,monza,hulkenberg,10
2024,16,monza,alonso,11
2024,16,monza,ricciardo,12
2024,16,monza,kevin_magnussen,13
2024,16,monza,gasly,14
2024,16,monza,ocon,15
2024,16,monza,tsunoda,16
2024,16,monza,stroll,17
2024,16,monza,colapinto,18
2024,16,monza,bottas,19
2024,16,monza,zhou,20
2024,17,baku,leclerc,1
2024,17,baku,piastri,2
2024,17,baku,sainz,3
2024,17,baku,perez,4
2024,17,baku,russell,5
2024,17,baku,max_verstappen,6
2024,17,baku,hamilton,7
2024,17,baku,alonso,8
2024,17,baku,colapinto,9
2024,17,baku,albon,10
2024,17,baku,bearman,11
2024,17,baku,tsunoda,12
2024,17,baku,hulkenberg,13
2024,17,baku,stroll,14
2024,17,baku,gasly,15
2024,17,baku,ricciardo,15
2024,17,baku,norris,16
2024,17,baku,bottas,17
2024,17,baku,zhou,18
2024,17,baku,ocon,19
2024,18,marina_bay,norris,1
2024,18,marina_bay,max_verstappen,2
2024,18,marina_bay,hamilton,3
2024,18,marina_bay,russell,4
2024,18,marina_bay,piastri,5
2024,18,marina_bay,hulkenberg,6
2024,18,marina_bay,alonso,7
2024,18,marina_bay,tsunoda,8
2024,18,marina_bay,leclerc,9
2024,18,marina_bay,sainz,10
2024,18,marina_bay,albon,11
2024,18,marina_bay,colapinto,12
2024,18,marina_bay,perez,13
2024,18,marina_bay,kevin_magnussen,14
2024,18,marina_bay,ocon,15
2024,18,marina_bay,ricciardo,16
2024,18,marina_bay,stroll,17
2024,18,marina_bay,gasly,18
2024,18,marina_bay,bottas,19
2024,18,marina_bay,zhou,20
2024,19,americas,norris,1
2024,19,americas,max_verstappen,2
2024,19,americas,sainz,3
2024,19,americas,leclerc,4
2024,19,americas,piastri,5
2024,19,americas,russell,6
2024,19,americas,gasly,7
2024,19,americas,alonso,8
2024,19,americas,kevin_magnussen,9
2024,19,americas,perez,10
2024,19,americas,tsunoda,11
2024,19,americas,hulkenberg,12
2024,19,americas,ocon,13
2024,19,americas,stroll,14
2024,19,americas,lawson,15
2024,19,americas,albon,16
2024,19,americas,colapinto,17
2024,19,americas,bottas,18
2024,19,americas,hamilton,19
2024,19,americas,zhou,20
2024,20,rodriguez,sainz,1
2024,20,rodriguez,max_verstappen,2
2024,20,rodriguez,norris,3
2024,20,rodriguez,leclerc,4
2024,20,rodriguez,russell,5
2024,20,rodriguez,hamilton,6
2024,20,rodriguez,kevin_magnussen,7
2024,20,rodriguez,gasly,8
2024,20,rodriguez,albon,9
