year,round,circuit,driver,quali_pos
2024,20,rodriguez,hulkenberg,10
2024,20,rodriguez,tsunoda,11
2024,20,rodriguez,lawson,12
2024,20,rodriguez,alonso,13
2024,20,rodriguez,stroll,14
2024,20,rodriguez,bottas,15
2024,20,rodriguez,colapinto,16
2024,20,rodriguez,piastri,17
2024,20,rodriguez,perez,18
2024,20,rodriguez,ocon,19
2024,20,rodriguez,zhou,20
2024,21,interlagos,norris,1
2024,21,interlagos,russell,2
2024,21,interlagos,tsunoda,3
2024,21,interlagos,ocon,4
2024,21,interlagos,lawson,5
2024,21,interlagos,leclerc,6
2024,21,interlagos,albon,7
2024,21,interlagos,piastri,8
2024,21,interlagos,alonso,9
2024,21,interlagos,stroll,10
2024,21,interlagos,bottas,11
2024,21,interlagos,max_verstappen,12
2024,21,interlagos,perez,13
2024,21,interlagos,sainz,14
2024,21,interlagos,gasly,15
2024,21,interlagos,hamilton,16
2024,21,interlagos,bearman,17
2024,21,interlagos,colapinto,18
2024,21,interlagos,hulkenberg,19
2024,21,interlagos,zhou,20
2024,22,vegas,russell,1
2024,22,vegas,sainz,2
2024,22,vegas,gasly,3
2024,22,vegas,leclerc,4
2024,22,vegas,max_verstappen,5
2024,22,vegas,norris,6
2024,22,vegas,tsunoda,7
2024,22,vegas,piastri,8
2024,22,vegas,hulkenberg,9
2024,22,vegas,hamilton,10
2024,22,vegas,ocon,11
2024,22,vegas,kevin_magnussen,12
2024,22,vegas,zhou,13
2024,22,vegas,colapinto,14
2024,22,vegas,lawson,15
2024,22,vegas,perez,16
2024,22,vegas,alonso,17
2024,22,vegas,albon,18
2024,22,vegas,bottas,19
2024,22,vegas,stroll,20
2024,23,losail,max_verstappen,1
2024,23,losail,russell,2
2024,23,losail,norris,3
2024,23,losail,piastri,4
2024,23,losail,leclerc,5
2024,23,losail,hamilton,6
2024,23,losail,sainz,7
2024,23,losail,alonso,8
2024,23,losail,perez,9
2024,23,losail,kevin_magnussen,10
2024,23,losail,gasly,11
2024,23,losail,zhou,12
2024,23,losail,bottas,13
2024,23,losail,tsunoda,14
2024,23,losail,stroll,15
2024,23,losail,albon,16
2024,23,losail,lawson,17
2024,23,losail,hulkenberg,18
2024,23,losail,colapinto,19
2024,23,losail,ocon,20
2024,24,yas_marina,norris,1
2024,24,yas_marina,piastri,2
2024,24,yas_marina,sainz,3
2024,24,yas_marina,hulkenberg,4
2024,24,yas_marina,max_verstappen,5
2024,24,yas_marina,gasly,6
2024,24,yas_marina,russell,7
2024,24,yas_marina,alonso,8
2024,24,yas_marina,bottas,9
2024,24,yas_marina,perez,10
2024,24,yas_marina,tsunoda,11
2024,24,yas_marina,lawson,12
2024,24,yas_marina,stroll,13
2024,24,yas_marina,leclerc,14
2024,24,yas_marina,kevin_magnussen,15
2024,24,yas_marina,albon,16
2024,24,yas_marina,zhou,17
2024,24,yas_marina,hamilton,18
2024,24,yas_marina,colapinto,19
2024,24,yas_marina,doohan,20
2025,1,albert_park,norris,1
2025,1,albert_park,piastri,2
2025,1,albert_park,max_verstappen,3
2025,1,albert_park,russell,4
2025,1,albert_park,tsunoda,5
2025,1,albert_park,albon,6
2025,1,albert_park,leclerc,7
2025,1,albert_park,hamilton,8
2025,1,albert_park,gasly,9
2025,1,albert_park,sainz,10
2025,1,albert_park,hadjar,11
2025,1,albert_park,alonso,12
2025,1,albert_park,stroll,13
2025,1,albert_park,doohan,14
2025,1,albert_park,bortoleto,15
2025,1,albert_park,antonelli,16
2025,1,albert_park,hulkenberg,17
2025,1,albert_park,lawson,18
2025,1,albert_park,ocon,19
2025,1,albert_park,bearman,20
2025,2,shanghai,piastri,1
2025,2,shanghai,russell,2
2025,2,shanghai,norris,3
2025,2,shanghai,max_verstappen,4
2025,2,shanghai,hamilton,5
2025,2,shanghai,leclerc,6
2025,2,shanghai,hadjar,7
2025,2,shanghai,antonelli,8
2025,2,shanghai,tsunoda,9
2025,2,shanghai,albon,10
2025,2,shanghai,ocon,11
2025,2,shanghai,hulkenberg,12
2025,2,shanghai,alonso,13
2025,2,shanghai,stroll,14
2025,2,shanghai,sainz,15
2025,2,shanghai,gasly,16
2025,2,shanghai,bearman,17
2025,2,shanghai,doohan,18
2025,2,shanghai,bortoleto,19
2025,2,shanghai,lawson,20
2025,3,suzuka,max_verstappen,1
2025,3,suzuka,norris,2
2025,3,suzuka,piastri,3
2025,3,suzuka,leclerc,4
2025,3,suzuka,russell,5
2025,3,suzuka,antonelli,6
2025,3,suzuka,hadjar,7
2025,3,suzuka,hamilton,8
2025,3,suzuka,albon,9
2025,3,suzuka,bearman,10
2025,3,suzuka,gasly,11
2025,3,suzuka,sainz,12
2025,3,suzuka,alonso,13
2025,3,suzuka,lawson,14
2025,3,suzuka,tsunoda,15
2025,3,suzuka,hulkenberg,16
2025,3,suzuka,bortoleto,17
2025,3,suzuka,ocon,18
2025,3,suzuka,doohan,19
2025,3,suzuka,stroll,20
2025,4,bahrain,piastri,1
2025,4,bahrain,russell,2
2025,4,bahrain,leclerc,3
2025,4,bahrain,antonelli,4
2025,4,bahrain,gasly,5
2025,4,bahrain,norris,6
2025,4,bahrain,max_verstappen,7
2025,4,bahrain,sainz,8
2025,4,bahrain,hamilton,9
2025,4,bahrain,tsunoda,10
2025,4,bahrain,doohan,11
2025,4,bahrain,hadjar,12
2025,4,bahrain,alonso,13
2025,4,bahrain,ocon,14
2025,4,bahrain,albon,15
2025,4,bahrain,hulkenberg,16
2025,4,bahrain,lawson,17
2025,4,bahrain,bortoleto,18
2025,4,bahrain,stroll,19
2025,4,bahrain,bearman,20
2025,5,jeddah,max_verstappen,1
2025,5,jeddah,piastri,2
2025,5,jeddah,russell,3
2025,5,jeddah,leclerc,4
2025,5,jeddah,antonelli,5
2025,5,jeddah,sainz,6
2025,5,jeddah,hamilton,7
2025,5,jeddah,tsunoda,8
2025,5,jeddah,gasly,9
2025,5,jeddah,norris,10
2025,5,jeddah,albon,11
2025,5,jeddah,lawson,12
2025,5,jeddah,alonso,13
2025,5,jeddah,hadjar,14
2025,5,jeddah,bearman,15
2025,5,jeddah,stroll,16
2025,5,jeddah,doohan,17
2025,5,jeddah,hulkenberg,18
2025,5,jeddah,ocon,19
2025,5,jeddah,bortoleto,20
2025,6,miami,max_verstappen,1
2025,6,miami,norris,2
2025,6,miami,antonelli,3
2025,6,miami,piastri,4
2025,6,miami,russell,5
2025,6,miami,sainz,6
2025,6,miami,albon,7
2025,6,miami,leclerc,8
2025,6,miami,ocon,9
2025,6,miami,tsunoda,10
2025,6,miami,hadjar,11
2025,6,miami,hamilton,12
2025,6,miami,bortoleto,13
2025,6,miami,doohan,14
2025,6,miami,lawson,15
2025,6,miami,hulkenberg,16
2025,6,miami,alonso,17
2025,6,miami,gasly,18
2025,6,miami,stroll,19
2025,6,miami,bearman,20
2025,7,imola,piastri,1
2025,7,imola,max_verstappen,2
2025,7,imola,russell,3
2025,7,imola,norris,4
2025,7,imola,alonso,5
2025,7,imola,sainz,6
2025,7,imola,albon,7
2025,7,imola,stroll,8
2025,7,imola,hadjar,9
2025,7,imola,gasly,10
2025,7,imola,leclerc,11
2025,7,imola,hamilton,12
2025,7,imola,antonelli,13
2025,7,imola,bortoleto,14
2025,7,imola,colapinto,15
2025,7,imola,lawson,16
2025,7,imola,hulkenberg,17
2025,7,imola,ocon,18
2025,7,imola,bearman,19
2025,7,imola,tsunoda,20
2025,8,monaco,norris,1
2025,8,monaco,leclerc,2
2025,8,monaco,piastri,3
2025,8,monaco,hamilton,4
2025,8,monaco,max_verstappen,5
2025,8,monaco,hadjar,6
2025,8,monaco,alonso,7
2025,8,monaco,ocon,8
2025,8,monaco,lawson,9
2025,8,monaco,albon,10
2025,8,monaco,sainz,11
2025,8,monaco,tsunoda,12
2025,8,monaco,hulkenberg,13
2025,8,monaco,russell,14
2025,8,monaco,antonelli,15
2025,8,monaco,bortoleto,16
2025,8,monaco,bearman,17
2025,8,monaco,gasly,18
2025,8,monaco,stroll,19
2025,8,monaco,colapinto,20
2025,9,catalunya,piastri,1
2025,9,catalunya,norris,2
2025,9,catalunya,max_verstappen,3
2025,9,catalunya,russell,4
2025,9,catalunya,hamilton,5
2025,9,catalunya,antonelli,6
2025,9,catalunya,leclerc,7
2025,9,catalunya,gasly,8
2025,9,catalunya,hadjar,9
2025,9,catalunya,alonso,10
2025,9,catalunya,albon,11
2025,9,catalunya,bortoleto,12
2025,9,catalunya,lawson,13
2025,9,catalunya,stroll,14
2025,9,catalunya,bearman,15
2025,9,catalunya,hulkenberg,16
2025,9,catalunya,ocon,17
2025,9,catalunya,sainz,18
2025,9,catalunya,colapinto,19
2025,9,catalunya,tsunoda,20
2025,10,villeneuve,russell,1
2025,10,villeneuve,max_verstappen,2
2025,10,villeneuve,piastri,3
2025,10,villeneuve,antonelli,4
2025,10,villeneuve,hamilton,5
2025,10,villeneuve,alonso,6
2025,10,villeneuve,norris,7
2025,10,villeneuve,leclerc,8
2025,10,villeneuve,hadjar,9
2025,10,villeneuve,albon,10
2025,10,villeneuve,tsunoda,11
2025,10,villeneuve,colapinto,12
2025,10,villeneuve,hulkenberg,13
2025,10,villeneuve,bearman,14
2025,10,villeneuve,ocon,15
2025,10,villeneuve,bortoleto,16
2025,10,villeneuve,sainz,17
2025,10,villeneuve,stroll,18
2025,10,villeneuve,lawson,19
2025,10,villeneuve,gasly,20
2025,11,red_bull_ring,norris,1
2025,11,red_bull_ring,leclerc,2
2025,11,red_bull_ring,piastri,3
2025,11,red_bull_ring,hamilton,4
2025,11,red_bull_ring,russell,5
2025,11,red_bull_ring,lawson,6
2025,11,red_bull_ring,max_verstappen,7
2025,11,red_bull_ring,bortoleto,8
2025,11,red_bull_ring,antonelli,9
2025,11,red_bull_ring,gasly,10
2025,11,red_bull_ring,alonso,11
2025,11,red_bull_ring,albon,12
2025,11,red_bull_ring,hadjar,13
2025,11,red_bull_ring,colapinto,14
2025,11,red_bull_ring,bearman,15
2025,11,red_bull_ring,stroll,16
2025,11,red_bull_ring,ocon,17
2025,11,red_bull_ring,tsunoda,18
2025,11,red_bull_ring,sainz,19
2025,11,red_bull_ring,hulkenberg,20
2025,12,silverstone,max_verstappen,1
2025,12,silverstone,piastri,2
2025,12,silverstone,norris,3
2025,12,silverstone,russell,4
2025,12,silverstone,hamilton,5
2025,12,silverstone,leclerc,6
2025,12,silverstone,antonelli,7
2025,12,silverstone,bearman,8
2025,12,silverstone,alonso,9
2025,12,silverstone,gasly,10
2025,12,silverstone,sainz,11
2025,12,silverstone,tsunoda,12
2025,12,silverstone,hadjar,13
2025,12,silverstone,albon,14
2025,12,silverstone,ocon,15
2025,12,silverstone,lawson,16
2025,12,silverstone,bortoleto,17
2025,12,silverstone,stroll,18
2025,12,silverstone,hulkenberg,19
2025,12,silverstone,colapinto,20
2025,13,spa,norris,1
2025,13,spa,piastri,2
2025,13,spa,leclerc,3
2025,13,spa,max_verstappen,4
2025,13,spa,albon,5
2025,13,spa,russell,6
2025,13,spa,tsunoda,7
2025,13,spa,hadjar,8
2025,13,spa,lawson,9
2025,13,spa,bortoleto,10
2025,13,spa,ocon,11
2025,13,spa,bearman,12
2025,13,spa,gasly,13
2025,13,spa,hulkenberg,14
2025,13,spa,sainz,15
2025,13,spa,hamilton,16
2025,13,spa,colapinto,17
2025,13,spa,antonelli,18
2025,13,spa,alonso,19
2025,13,spa,stroll,20
2025,14,hungaroring,leclerc,1
2025,14,hungaroring,piastri,2
2025,14,hungaroring,norris,3
2025,14,hungaroring,russell,4
2025,14,hungaroring,alonso,5
2025,14,hungaroring,stroll,6
2025,14,hungaroring,bortoleto,7
2025,14,hungaroring,max_verstappen,8
2025,14,hungaroring,lawson,9
2025,14,hungaroring,hadjar,10
2025,14,hungaroring,bearman,11
2025,14,hungaroring,hamilton,12
2025,14,hungaroring,sainz,13
2025,14,hungaroring,colapinto,14
2025,14,hungaroring,antonelli,15
2025,14,hungaroring,tsunoda,16
2025,14,hungaroring,gasly,17
2025,14,hungaroring,ocon,18
2025,14,hungaroring,hulkenberg,19
2025,14,hungaroring,albon,20
2025,15,zandvoort,piastri,1
2025,15,zandvoort,norris,2
2025,15,zandvoort,max_verstappen,3
2025,15,zandvoort,hadjar,4
2025,15,zandvoort,russell,5
2025,15,zandvoort,leclerc,6
2025,15,zandvoort,hamilton,7
2025,15,zandvoort,lawson,8
2025,15,zandvoort,sainz,9
2025,15,zandvoort,alonso,10
2025,15,zandvoort,antonelli,11
2025,15,zandvoort,tsunoda,12
2025,15,zandvoort,bortoleto,13
2025,15,zandvoort,gasly,14
2025,15,zandvoort,albon,15
2025,15,zandvoort,colapinto,16
2025,15,zandvoort,hulkenberg,17
2025,15,zandvoort,ocon,18
2025,15,zandvoort,bearman,19
2025,15,zandvoort,stroll,20
2025,16,monza,max_verstappen,1
2025,16,monza,norris,2
2025,16,monza,piastri,3
2025,16,monza,leclerc,4
2025,16,monza,hamilton,5
2025,16,monza,russell,6
2025,16,monza,antonelli,7
2025,16,monza,bortoleto,8
2025,16,monza,alonso,9
2025,16,monza,tsunoda,10
2025,16,monza,bearman,11
2025,16,monza,hulkenberg,12
2025,16,monza,sainz,13
2025,16,monza,albon,14
2025,16,monza,ocon,15
2025,16,monza,hadjar,16
2025,16,monza,stroll,17
2025,16,monza,colapinto,18
2025,16,monza,gasly,19
2025,16,monza,lawson,20
2025,17,baku,max_verstappen,1
2025,17,baku,sainz,2
2025,17,baku,lawson,3
2025,17,baku,antonelli,4
2025,17,baku,russell,5
2025,17,baku,tsunoda,6
2025,17,baku,norris,7
2025,17,baku,hadjar,8
2025,17,baku,piastri,9
2025,17,baku,leclerc,10
2025,17,baku,alonso,11
2025,17,baku,hamilton,12
2025,17,baku,bortoleto,13
2025,17,baku,stroll,14
2025,17,baku,bearman,15
2025,17,baku,colapinto,16
2025,17,baku,hulkenberg,17
2025,17,baku,gasly,18
2025,17,baku,albon,19
2025,17,baku,ocon,20
2025,18,marina_bay,russell,1
2025,18,marina_bay,max_verstappen,2
2025,18,marina_bay,piastri,3
2025,18,marina_bay,antonelli,4
2025,18,marina_bay,norris,5
2025,18,marina_bay,hamilton,6
2025,18,marina_bay,leclerc,7
2025,18,marina_bay,hadjar,8
2025,18,marina_bay,bearman,9
2025,18,marina_bay,alonso,10
2025,18,marina_bay,hulkenberg,11
2025,18,marina_bay,lawson,12
2025,18,marina_bay,tsunoda,13
2025,18,marina_bay,bortoleto,14
2025,18,marina_bay,stroll,15
2025,18,marina_bay,colapinto,16
2025,18,marina_bay,ocon,17
2025,18,marina_bay,gasly,18
2025,18,marina_bay,albon,19
2025,18,marina_bay,sainz,20
2025,19,americas,max_verstappen,1
2025,19,americas,norris,2
2025,19,americas,leclerc,3
2025,19,americas,russell,4
2025,19,americas,hamilton,5
2025,19,americas,piastri,6
2025,19,americas,antonelli,7
2025,19,americas,bearman,8
2025,19,americas,sainz,9
2025,19,americas,alonso,10
2025,19,americas,hulkenberg,11
2025,19,americas,lawson,12
2025,19,americas,tsunoda,13
2025,19,americas,gasly,14
2025,19,americas,colapinto,15
2025,19,americas,bortoleto,16
2025,19,americas,ocon,17
2025,19,americas,stroll,18
2025,19,americas,albon,19
2025,19,americas,hadjar,20
2025,20,rodriguez,norris,1
2025,20,rodriguez,leclerc,2
2025,20,rodriguez,hamilton,3
2025,20,rodriguez,russell,4
2025,20,rodriguez,max_verstappen,5
2025,20,rodriguez,antonelli,6
2025,20,rodriguez,sainz,7
2025,20,rodriguez,piastri,8
2025,20,rodriguez,hadjar,9
2025,20,rodriguez,bearman,10
2025,20,rodriguez,tsunoda,11
2025,20,rodriguez,ocon,12
2025,20,rodriguez,hulkenberg,13
2025,20,rodriguez,alonso,14
2025,20,rodriguez,lawson,15
2025,20,rodriguez,bortoleto,16
2025,20,rodriguez,albon,17
2025,20,rodriguez,gasly,18
2025,20,rodriguez,stroll,19
2025,20,rodriguez,colapinto,20
2025,21,interlagos,norris,1
2025,21,interlagos,antonelli,2
2025,21,interlagos,leclerc,3
2025,21,interlagos,piastri,4
2025,21,interlagos,hadjar,5
2025,21,interlagos,russell,6
2025,21,interlagos,lawson,7
2025,21,interlagos,bearman,8
2025,21,interlagos,gasly,9
2025,21,interlagos,hulkenberg,10
2025,21,interlagos,alonso,11
2025,21,interlagos,albon,12
2025,21,interlagos,hamilton,13
2025,21,interlagos,stroll,14
2025,21,interlagos,sainz,15
2025,21,interlagos,max_verstappen,16
2025,21,interlagos,ocon,17
2025,21,interlagos,colapinto,18
2025,21,interlagos,tsunoda,19
2025,22,vegas,norris,1
2025,22,vegas,max_verstappen,2
2025,22,vegas,sainz,3
2025,22,vegas,russell,4
2025,22,vegas,piastri,5
2025,22,vegas,lawson,6
2025,22,vegas,alonso,7
2025,22,vegas,hadjar,8
2025,22,vegas,leclerc,9
2025,22,vegas,gasly,10
2025,22,vegas,hulkenberg,11
2025,22,vegas,stroll,12
2025,22,vegas,ocon,13
2025,22,vegas,bearman,14
2025,22,vegas,colapinto,15
2025,22,vegas,albon,16
2025,22,vegas,antonelli,17
2025,22,vegas,bortoleto,18
2025,22,vegas,tsunoda,19
2025,22,vegas,hamilton,20
2025,23,losail,piastri,1
2025,23,losail,norris,2
2025,23,losail,max_verstappen,3
2025,23,losail,russell,4
2025,23,losail,antonelli,5
2025,23,losail,hadjar,6
2025,23,losail,sainz,7
2025,23,losail,alonso,8
2025,23,losail,gasly,9
2025,23,losail,leclerc,10
2025,23,losail,hulkenberg,11
2025,23,losail,lawson,12
2025,23,losail,bearman,13
2025,23,losail,bortoleto,14
2025,23,losail,albon,15
2025,23,losail,tsunoda,16
2025,23,losail,ocon,17
2025,23,losail,hamilton,18
2025,23,losail,stroll,19
2025,23,losail,colapinto,20
2025,24,yas_marina,max_verstappen,1
2025,24,yas_marina,norris,2
2025,24,yas_marina,piastri,3
2025,24,yas_marina,russell,4
2025,24,yas_marina,leclerc,5
2025,24,yas_marina,alonso,6
2025,24,yas_marina,bortoleto,7
2025,24,yas_marina,ocon,8
2025,24,yas_marina,hadjar,9
2025,24,yas_marina,tsunoda,10
2025,24,yas_marina,bearman,11
2025,24,yas_marina,sainz,12
2025,24,yas_marina,lawson,13
2025,24,yas_marina,antonelli,14
2025,24,yas_marina,stroll,15
2025,24,yas_marina,hamilton,16
2025,24,yas_marina,albon,17
2025,24,yas_marina,hulkenberg,18
2025,24,yas_marina,gasly,19
2025,24,yas_marina,colapinto,20
2026,1,albert_park,russell,1
2026,1,albert_park,antonelli,2
2026,1,albert_park,hadjar,3
2026,1,albert_park,leclerc,4
2026,1,albert_park,piastri,5
2026,1,albert_park,norris,6
2026,1,albert_park,hamilton,7
2026,1,albert_park,lawson,8
2026,1,albert_park,arvid_lindblad,9
2026,1,albert_park,bortoleto,10
2026,1,albert_park,hulkenberg,11
2026,1,albert_park,bearman,12
2026,1,albert_park,ocon,13
2026,1,albert_park,gasly,14
2026,1,albert_park,albon,15
2026,1,albert_park,colapinto,16
2026,1,albert_park,alonso,17
2026,1,albert_park,perez,18
2026,1,albert_park,bottas,19
2026,2,shanghai,antonelli,1
2026,2,shanghai,russell,2
2026,2,shanghai,hamilton,3
2026,2,shanghai,leclerc,4
2026,2,shanghai,piastri,5
2026,2,shanghai,norris,6
2026,2,shanghai,gasly,7
2026,2,shanghai,max_verstappen,8
2026,2,shanghai,hadjar,9
2026,2,shanghai,bearman,10
2026,2,shanghai,hulkenberg,11
2026,2,shanghai,colapinto,12
2026,2,shanghai,ocon,13
2026,2,shanghai,lawson,14
2026,2,shanghai,arvid_lindblad,15
2026,2,shanghai,bortoleto,16
2026,2,shanghai,sainz,17
2026,2,shanghai,albon,18
2026,2,shanghai,alonso,19
2026,2,shanghai,bottas,20
2026,2,shanghai,stroll,21
2026,2,shanghai,perez,22
2026,3,suzuka,antonelli,1
2026,3,suzuka,russell,2
2026,3,suzuka,piastri,3
2026,3,suzuka,leclerc,4
2026,3,suzuka,norris,5
2026,3,suzuka,hamilton,6
2026,3,suzuka,gasly,7
2026,3,suzuka,hadjar,8
2026,3,suzuka,bortoleto,9
2026,3,suzuka,arvid_lindblad,10
2026,3,suzuka,max_verstappen,11
2026,3,suzuka,ocon,12
2026,3,suzuka,hulkenberg,13
2026,3,suzuka,lawson,14
2026,3,suzuka,colapinto,15
2026,3,suzuka,sainz,16
2026,3,suzuka,albon,17
2026,3,suzuka,bearman,18
2026,3,suzuka,perez,19
2026,3,suzuka,bottas,20
2026,3,suzuka,alonso,21
2026,3,suzuka,stroll,22
2026,4,miami,antonelli,1
2026,4,miami,max_verstappen,2
2026,4,miami,leclerc,3
2026,4,miami,norris,4
2026,4,miami,russell,5
2026,4,miami,hamilton,6
2026,4,miami,piastri,7
2026,4,miami,colapinto,8
2026,4,miami,gasly,9
2026,4,miami,hulkenberg,10
2026,4,miami,lawson,11
2026,4,miami,bearman,12
2026,4,miami,sainz,13
2026,4,miami,ocon,14
2026,4,miami,albon,15
2026,4,miami,arvid_lindblad,16
2026,4,miami,alonso,17
2026,4,miami,stroll,18
2026,4,miami,bottas,19
2026,4,miami,perez,20
2026,4,miami,bortoleto,21
2026,4,miami,hadjar,22
2026,5,villeneuve,russell,1
2026,5,villeneuve,antonelli,2
2026,5,villeneuve,norris,3
2026,5,villeneuve,piastri,4
2026,5,villeneuve,hamilton,5
2026,5,villeneuve,max_verstappen,6
2026,5,villeneuve,hadjar,7
2026,5,villeneuve,leclerc,8
2026,5,villeneuve,arvid_lindblad,9
2026,5,villeneuve,colapinto,10
2026,5,villeneuve,hulkenberg,11
2026,5,villeneuve,lawson,12
2026,5,villeneuve,bortoleto,13
2026,5,villeneuve,sainz,15
2026,5,villeneuve,bearman,16
